customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,tenure_months,tenure_years,avg_monthly_revenue,charge_ratio,total_services,family_size,contract_tenure_ratio,loyalty_score
7760-OYPDY,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,1,0,2,0,72.075,0.559486645854624,3,1,2.0,2
7639-LIAYI,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,0,4,4,4,81.11153846153846,0.01890796149651432,7,1,2.1666666666666665,156
2954-PIBKO,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,0,5,9,5,61.6536231884058,0.015079570296889704,6,3,2.875,207
8012-SOUDQ,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,0,3,7,3,89.27325581395348,0.02351025724519639,5,1,43.0,43
9420-LOJKX,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,1,1,3,1,95.09333333333333,0.0694756029164281,6,1,15.0,15
6575-SUVOI,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,0,2,1,2,70.10600000000001,0.03965423786836849,6,2,25.0,25
7495-OOKFY,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,1,0,8,0,79.1625,0.12734880783197106,4,2,8.0,8
4667-QONEA,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,0,4,0,5,74.27250000000001,0.01679625702648991,7,3,5.0,120
1658-BYGOY,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1,1,6,1,97.36388888888888,0.05446349604861177,5,1,18.0,18
8769-KKTPH,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,6311.2,0,5,3,5,100.17777777777778,0.01578939029027735,6,3,5.25,126
5067-XJQFU,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,7076.35,0,5,6,5,107.21742424242424,0.01532569757007475,8,3,5.5,132
3957-SQXML,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,0,2,10,2,26.302941176470586,0.027898915352786772,2,3,1.4166666666666667,102
5954-BDFSG,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,0,5,0,6,109.07916666666667,0.013687815933890858,7,1,3.0,216
0434-CSFON,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,0,3,11,3,100.15106382978725,0.021350725499776478,6,2,47.0,47
1215-FIGMP,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,0,4,0,5,90.845,0.016493294439246034,5,1,60.0,60
0526-SXDJP,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,0,5,0,6,41.138888888888886,0.014213369345036657,4,2,3.0,216
0557-ASKVU,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,0,1,6,1,53.172222222222224,0.05683836589697452,4,3,1.5,36
5698-BQJOH,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,1,0,9,0,95.25,0.11011956838727208,5,1,9.0,9
5122-CYFXA,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,0,0,3,0,81.36666666666666,0.30848013109368766,6,1,3.0,3
8627-ZYGSZ,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35,0,3,11,3,77.66702127659575,0.021614365745749816,4,2,3.9166666666666665,94
3410-YOQBQ,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,0,2,7,2,80.55483870967741,0.03171552138394876,7,1,1.2916666666666667,93
3170-NMYVV,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,0,4,2,4,18.618,0.021645719196474202,1,3,2.0833333333333335,150
7410-OIEDU,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,887.35,0,0,10,0,88.735,0.0899870400630991,4,1,10.0,10
2273-QCKXA,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,0,0,1,0,49.05,0.9999999999979612,3,1,1.0,1
0731-EBJQB,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,0,4,4,4,20.974038461538463,0.01870444230504573,1,3,4.333333333333333,104
1891-QRQSA,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099.0,0,5,4,5,110.921875,0.015720524017467027,8,3,2.6666666666666665,192
8028-PNXHQ,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,0,5,2,5,22.97741935483871,0.017022322055312577,2,3,2.5833333333333335,186
5630-AHZIL,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,0,0,3,0,59.13333333333333,0.3635851183763452,5,2,3.0,3
2673-CXQEU,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,0,4,8,4,109.63392857142857,0.017998208323153058,8,1,4.666666666666667,112
6416-JNVRK,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,0,3,10,3,58.45326086956521,0.02069658032244191,3,1,3.8333333333333335,92
5590-ZSKRV,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,0,0,8,0,60.28125,0.1133229652669542,4,3,8.0,8
0191-ZHSKZ,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3,0,2,6,2,70.37666666666668,0.03540472694548214,6,1,30.0,30
3887-PBQAO,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,0,3,9,3,27.035555555555554,0.021288837744532198,2,3,3.75,90
5919-TMRGD,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,1,0,1,0,79.35,0.9999999999987398,3,2,1.0,1
8108-UXRQN,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,565.35,0,0,11,0,51.39545454545455,0.08941363756963129,4,3,11.0,11
9191-MYQKX,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,1,0,7,0,70.98571428571428,0.15123767357614185,3,2,7.0,7
9919-YLNNG,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,0,3,6,3,103.03571428571429,0.02398613518197518,7,1,42.0,42
0318-ZOPWS,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,0,4,1,4,19.864285714285714,0.02070170031334867,1,2,2.0416666666666665,147
4445-ZJNMU,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,0,0,9,0,102.08333333333333,0.10808163265304946,6,1,9.0,9
4808-YNLEU,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,0,2,11,2,63.29857142857142,0.028052991491569295,4,2,2.9166666666666665,70
1862-QRWPE,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0,0,3,0,4,22.020833333333332,0.019536423841057752,1,3,2.0,144
2796-NNUFI,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,0,3,10,3,20.15434782608696,0.02151871427030293,1,3,1.9166666666666667,138
3016-KSVCP,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,0,2,5,2,34.80172413793103,0.03344067376764593,2,2,29.0,29
4767-HZZHQ,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2570.2,0,2,6,2,85.67333333333333,0.03192358571317283,4,3,30.0,30
2424-WVHPL,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,0,0,1,0,74.7,0.9999999999986613,3,1,1.0,1
7233-PAHHL,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,0,5,6,5,86.57954545454545,0.014700091875573964,8,3,2.75,198
6067-NGCEU,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,0,5,5,5,109.33846153846154,0.01562543970733058,8,1,65.0,65
9848-JQJTX,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,0,5,0,6,103.59791666666666,0.013527191800564234,7,1,3.0,216
8637-XJIVR,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,1,0,0,1,77.27916666666667,0.08513506227421307,4,1,12.0,12
9803-FTJCG,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,0,5,11,5,66.8830985915493,0.014077537010128791,6,3,5.916666666666667,142
0278-YXOOG,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,1,0,5,0,22.77,0.18489240228354425,1,1,5.0,5
3212-KXOCR,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1107.2,0,4,4,4,21.292307692307695,0.018966763005778632,1,1,2.1666666666666665,156
4598-XLKNJ,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,1,2,1,2,100.58,0.039172797772915526,6,2,25.0,25
6380-ARCEH,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,0,0,1,0,20.2,0.9999999999950496,1,1,1.0,1
3679-XASPY,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0,0,1,0,19.45,0.9999999999948587,1,3,1.0,1
7123-WQUHX,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3605.6,0,3,2,3,94.88421052631578,0.026347903261592347,6,1,3.1666666666666665,76
5386-THSLQ,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,3027.25,0,5,6,5,45.86742424242424,0.015046659509455279,4,2,5.5,132
3192-NQECA,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,1,5,8,5,111.93897058823529,0.014451151822487115,8,2,2.8333333333333335,204
6180-YBIQI,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,0,0,5,0,20.04,0.2425149700596382,1,1,5.0,5
6728-DKUCO,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,0,5,0,6,101.43125,0.014261164855779239,7,3,6.0,144
9750-BOOHV,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,0,2,8,2,28.9890625,0.032501482240065487,2,1,2.6666666666666665,64
8597-CWYHH,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3,0,3,7,3,91.19302325581396,0.024060898171524132,5,1,3.5833333333333335,86
2848-YXSMW,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,0,5,0,6,18.93402777777778,0.014230698697963378,1,3,3.0,216
0486-HECZI,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,1,4,7,4,95.25272727272727,0.0184676172478952,6,2,55.0,55
4549-ZDQYY,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25,0,4,4,4,58.50480769230769,0.019048401676390204,5,1,4.333333333333333,104
5712-AHQNN,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1,0,3,7,3,91.95581395348837,0.023178472977415262,5,1,43.0,43
4846-WHAFZ,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,1,3,1,3,77.51756756756757,0.0266722451754606,3,2,37.0,37
5256-SKJGO,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,3423.5,0,5,4,5,53.4921875,0.015948590623630323,5,3,2.6666666666666665,192
3071-VBYPO,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,248.4,0,0,3,0,82.8,0.361714975845265,5,3,3.0,3
9560-BBZXK,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,0,2,0,3,31.287499999999998,0.02756691969636192,2,1,1.5,108
5299-RULOA,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,1,0,10,0,106.465,0.09416240078898283,6,3,10.0,10
8402-OOOHJ,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,835.15,0,3,5,3,20.36951219512195,0.024726097108300933,1,1,1.7083333333333333,123
9445-ZUEQE,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,2151.6,0,2,3,2,79.68888888888888,0.03959843837144267,5,3,27.0,27
1091-SOZGA,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,0,4,8,4,98.49017857142857,0.018094625098586368,6,3,4.666666666666667,112
2928-HLDBA,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,112.75,0,0,6,0,18.791666666666668,0.18359201773819636,1,1,6.0,6
0404-SWRVG,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,1,0,3,0,76.51666666666667,0.3241123938138427,3,1,3.0,3
6497-TILVL,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7,350.35,0,0,7,0,50.050000000000004,0.14471243042667484,3,3,7.0,7
7219-TLZHO,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85,62.9,0,0,4,0,15.725,0.3314785373603633,1,3,4.0,4
4622-YNKIJ,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,3027.65,0,2,9,2,91.7469696969697,0.02937922150842966,5,1,1.375,99
4412-YLTKF,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5,1,2,3,2,79.0925925925926,0.036548817607116056,4,1,27.0,27
6734-PSBAW,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0,5,0,6,23.94375,0.013660488993299478,2,2,3.0,216
3930-ZGWVE,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,0,0,1,0,19.75,0.9999999999949368,1,1,1.0,1
2639-UGMAZ,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3985.35,0,5,11,5,56.131690140845066,0.014164377030875227,5,1,5.916666666666667,142
2876-GZYZC,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65,0,1,1,1,93.51153846153846,0.07070291613539499,4,1,13.0,13
6207-WIOLX,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,1,2,1,2,60.106,0.03899777060526143,6,3,25.0,25
8587-XYZSF,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,0,5,7,5,48.65820895522388,0.015505659335602726,3,1,2.7916666666666665,201
3091-FYHKI,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1,0,1,0,35.45,0.999999999997179,2,1,1.0,1
2372-HWUHI,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1,0,2,0,40.625,0.5458461538454821,2,1,2.0,2
7799-LGRDP,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,0,3,7,3,27.632558139534886,0.02162935532738414,2,1,1.7916666666666667,129
7850-VWJUU,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5,0,1,11,1,77.32608695652173,0.04217036828788068,3,1,23.0,23
3774-VBNXY,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,1277.75,0,5,4,5,19.96484375,0.015809039326940652,1,3,2.6666666666666665,192
6217-KDYWC,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1170.55,0,4,9,4,20.5359649122807,0.0167442655162089,1,2,2.375,171
0390-DCFDQ,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,0,1,0,70.45,0.9999999999985806,2,2,1.0,1
3146-MSEGF,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,0,5,0,6,89.24513888888889,0.013702893870658787,9,3,3.0,216
4080-OGPJL,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1,0,8,0,70.45625,0.1262308169963406,6,1,8.0,8
1095-WGNGG,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,0,5,1,5,97.88934426229508,0.0169227548670711,6,2,2.5416666666666665,183
2636-SJDOU,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,5289.05,0,5,4,5,82.64140625,0.01593859010597336,5,1,5.333333333333333,128
1131-QQZEB,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1756.2,0,5,11,5,24.735211267605635,0.013637398929506113,2,2,2.9583333333333335,213
5716-EZXZN,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,0,5,5,5,98.71846153846154,0.015436283447877952,7,3,2.7083333333333335,195
6837-BJYDQ,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,0,0,3,0,20.45,0.31947840260746624,1,1,0.25,6
2135-RXIHG,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,0,1,0,45.65,0.9999999999978094,2,1,1.0,1
6440-DKQGE,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1929.95,0,2,6,2,64.33166666666666,0.033420554936654655,5,2,2.5,60
3466-BYAVD,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,0,1,3,1,71.42666666666668,0.06486839649056701,6,3,15.0,15
3780-YVMFA,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,0,0,8,0,70.54375,0.12146717462565401,5,3,8.0,8
3874-EQOEP,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1,0,7,0,93.64285714285714,0.14492753623186194,5,1,7.0,7
1679-JRFBR,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,0,5,10,5,113.29357142857143,0.013637137399045292,8,3,5.833333333333333,140
9073-ZZIAY,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,5215.25,0,5,2,5,84.11693548387096,0.016509275681894125,8,3,2.5833333333333335,186
3077-RSNTJ,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,113.5,0,0,6,0,18.916666666666668,0.17356828193817306,1,3,6.0,6
6551-GNYDG,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,1152.8,0,1,2,1,82.34285714285714,0.07017696044412994,3,3,14.0,14
